Track_ID,Start_Date,End_Date,Duration,Ensemble_Name,Ensemble_Member,Object_Variable,Obs_Track_ID,Translation_Error_X,Translation_Error_Y,Start_Time_Error,End_Time_Error
wrf-s3cn_arw_uh_max_20150602-0000_13_15_000,2015-06-02 13:00:00,2015-06-02 15:00:00,3.00000,SSEF,wrf-s3cn_arw,uh_max,obs_wrf-s3cn_arw_20150602-0000_12_12_000,-36898.91761,24494.60976,1.00000,3.00000
wrf-s3cn_arw_uh_max_20150602-0000_18_18_001,2015-06-02 18:00:00,2015-06-02 18:00:00,1.00000,SSEF,wrf-s3cn_arw,uh_max,None,nan,nan,nan,nan
wrf-s3cn_arw_uh_max_20150602-0000_20_21_002,2015-06-02 20:00:00,2015-06-02 21:00:00,2.00000,SSEF,wrf-s3cn_arw,uh_max,None,nan,nan,nan,nan
wrf-s3cn_arw_uh_max_20150602-0000_21_21_003,2015-06-02 21:00:00,2015-06-02 21:00:00,1.00000,SSEF,wrf-s3cn_arw,uh_max,None,nan,nan,nan,nan
wrf-s3cn_arw_uh_max_20150602-0000_21_22_004,2015-06-02 21:00:00,2015-06-02 22:00:00,2.00000,SSEF,wrf-s3cn_arw,uh_max,obs_wrf-s3cn_arw_20150602-0000_26_27_021,42609.71960,-19098.04766,-5.00000,-5.00000
wrf-s3cn_arw_uh_max_20150602-0000_21_21_005,2015-06-02 21:00:00,2015-06-02 21:00:00,1.00000,SSEF,wrf-s3cn_arw,uh_max,obs_wrf-s3cn_arw_20150602-0000_21_21_003,53120.47229,51609.47481,0.00000,0.00000
wrf-s3cn_arw_uh_max_20150602-0000_21_21_006,2015-06-02 21:00:00,2015-06-02 21:00:00,1.00000,SSEF,wrf-s3cn_arw,uh_max,None,nan,nan,nan,nan
wrf-s3cn_arw_uh_max_20150602-0000_22_22_007,2015-06-02 22:00:00,2015-06-02 22:00:00,1.00000,SSEF,wrf-s3cn_arw,uh_max,obs_wrf-s3cn_arw_20150602-0000_22_22_006,125012.96095,8223.40998,0.00000,0.00000
wrf-s3cn_arw_uh_max_20150602-0000_22_22_008,2015-06-02 22:00:00,2015-06-02 22:00:00,1.00000,SSEF,wrf-s3cn_arw,uh_max,None,nan,nan,nan,nan
wrf-s3cn_arw_uh_max_20150602-0000_23_23_009,2015-06-02 23:00:00,2015-06-02 23:00:00,1.00000,SSEF,wrf-s3cn_arw,uh_max,None,nan,nan,nan,nan
wrf-s3cn_arw_uh_max_20150602-0000_23_23_010,2015-06-02 23:00:00,2015-06-02 23:00:00,1.00000,SSEF,wrf-s3cn_arw,uh_max,obs_wrf-s3cn_arw_20150602-0000_21_22_002,41814.35014,-14569.79093,2.00000,1.00000
wrf-s3cn_arw_uh_max_20150602-0000_23_24_011,2015-06-02 23:00:00,2015-06-03 00:00:00,2.00000,SSEF,wrf-s3cn_arw,uh_max,obs_wrf-s3cn_arw_20150602-0000_22_27_008,34825.12734,-12515.54465,1.00000,-3.00000
wrf-s3cn_arw_uh_max_20150602-0000_23_23_012,2015-06-02 23:00:00,2015-06-02 23:00:00,1.00000,SSEF,wrf-s3cn_arw,uh_max,None,nan,nan,nan,nan
wrf-s3cn_arw_uh_max_20150602-0000_23_24_013,2015-06-02 23:00:00,2015-06-03 00:00:00,2.00000,SSEF,wrf-s3cn_arw,uh_max,obs_wrf-s3cn_arw_20150602-0000_21_25_004,253601.74767,-108696.87561,2.00000,-1.00000
wrf-s3cn_arw_uh_max_20150602-0000_24_25_014,2015-06-03 00:00:00,2015-06-03 01:00:00,2.00000,SSEF,wrf-s3cn_arw,uh_max,obs_wrf-s3cn_arw_20150602-0000_24_25_012,-50037.36339,-21758.13682,0.00000,0.00000
wrf-s3cn_arw_uh_max_20150602-0000_24_26_015,2015-06-03 00:00:00,2015-06-03 02:00:00,3.00000,SSEF,wrf-s3cn_arw,uh_max,obs_wrf-s3cn_arw_20150602-0000_22_24_007,-176484.04085,196678.75613,2.00000,2.00000
wrf-s3cn_arw_uh_max_20150602-0000_25_27_016,2015-06-03 01:00:00,2015-06-03 03:00:00,3.00000,SSEF,wrf-s3cn_arw,uh_max,obs_wrf-s3cn_arw_20150602-0000_25_27_014,-237165.57669,293180.59750,0.00000,0.00000
wrf-s3cn_arw_uh_max_20150602-0000_25_25_017,2015-06-03 01:00:00,2015-06-03 01:00:00,1.00000,SSEF,wrf-s3cn_arw,uh_max,obs_wrf-s3cn_arw_20150602-0000_25_25_015,-239116.11009,313845.95335,0.00000,0.00000
wrf-s3cn_arw_uh_max_20150602-0000_25_27_018,2015-06-03 01:00:00,2015-06-03 03:00:00,3.00000,SSEF,wrf-s3cn_arw,uh_max,obs_wrf-s3cn_arw_20150602-0000_27_27_022,-90758.63456,-185956.91141,-2.00000,0.00000
wrf-s3cn_arw_uh_max_20150602-0000_25_25_019,2015-06-03 01:00:00,2015-06-03 01:00:00,1.00000,SSEF,wrf-s3cn_arw,uh_max,obs_wrf-s3cn_arw_20150602-0000_25_25_018,8685.85322,-156647.98994,0.00000,0.00000
wrf-s3cn_arw_uh_max_20150602-0000_25_25_020,2015-06-03 01:00:00,2015-06-03 01:00:00,1.00000,SSEF,wrf-s3cn_arw,uh_max,obs_wrf-s3cn_arw_20150602-0000_25_25_017,25962.07257,-44794.77104,0.00000,0.00000
wrf-s3cn_arw_uh_max_20150602-0000_26_26_021,2015-06-03 02:00:00,2015-06-03 02:00:00,1.00000,SSEF,wrf-s3cn_arw,uh_max,obs_wrf-s3cn_arw_20150602-0000_26_26_020,130914.02977,53609.20625,0.00000,0.00000
wrf-s3cn_arw_uh_max_20150602-0000_26_27_022,2015-06-03 02:00:00,2015-06-03 03:00:00,2.00000,SSEF,wrf-s3cn_arw,uh_max,obs_wrf-s3cn_arw_20150602-0000_25_26_013,-143893.26605,223664.01248,1.00000,1.00000
wrf-s3cn_arw_uh_max_20150602-0000_27_27_023,2015-06-03 03:00:00,2015-06-03 03:00:00,1.00000,SSEF,wrf-s3cn_arw,uh_max,obs_wrf-s3cn_arw_20150602-0000_28_28_023,47380.52804,90942.23447,-1.00000,-1.00000
wrf-s3cn_arw_uh_max_20150602-0000_27_28_024,2015-06-03 03:00:00,2015-06-03 04:00:00,2.00000,SSEF,wrf-s3cn_arw,uh_max,obs_wrf-s3cn_arw_20150602-0000_24_25_011,-147610.38017,176138.56927,3.00000,3.00000
wrf-s3cn_arw_uh_max_20150602-0000_28_31_025,2015-06-03 04:00:00,2015-06-03 07:00:00,4.00000,SSEF,wrf-s3cn_arw,uh_max,obs_wrf-s3cn_arw_20150602-0000_25_28_016,300194.51706,205595.33171,3.00000,3.00000
wrf-s3cn_arw_uh_max_20150602-0000_29_32_026,2015-06-03 05:00:00,2015-06-03 08:00:00,4.00000,SSEF,wrf-s3cn_arw,uh_max,obs_wrf-s3cn_arw_20150602-0000_26_28_019,57146.29235,11092.97881,3.00000,4.00000
wrf-s3cn_arw_uh_max_20150602-0000_29_29_027,2015-06-03 05:00:00,2015-06-03 05:00:00,1.00000,SSEF,wrf-s3cn_arw,uh_max,obs_wrf-s3cn_arw_20150602-0000_30_30_024,36407.71447,150843.26757,-1.00000,-1.00000
wrf-s3cn_arw_uh_max_20150602-0000_29_29_028,2015-06-03 05:00:00,2015-06-03 05:00:00,1.00000,SSEF,wrf-s3cn_arw,uh_max,None,nan,nan,nan,nan
wrf-s3cn_arw_uh_max_20150602-0000_29_29_029,2015-06-03 05:00:00,2015-06-03 05:00:00,1.00000,SSEF,wrf-s3cn_arw,uh_max,None,nan,nan,nan,nan
wrf-s3cn_arw_uh_max_20150602-0000_31_32_030,2015-06-03 07:00:00,2015-06-03 08:00:00,2.00000,SSEF,wrf-s3cn_arw,uh_max,obs_wrf-s3cn_arw_20150602-0000_32_33_027,42011.52526,112511.84847,-1.00000,-1.00000
wrf-s3cn_arw_uh_max_20150602-0000_31_33_031,2015-06-03 07:00:00,2015-06-03 09:00:00,3.00000,SSEF,wrf-s3cn_arw,uh_max,obs_wrf-s3cn_arw_20150602-0000_31_33_026,79385.06492,89477.44856,0.00000,0.00000
wrf-s3cn_arw_uh_max_20150602-0000_31_31_032,2015-06-03 07:00:00,2015-06-03 07:00:00,1.00000,SSEF,wrf-s3cn_arw,uh_max,obs_wrf-s3cn_arw_20150602-0000_30_31_025,73016.34834,137481.24954,1.00000,0.00000
wrf-s3cn_arw_uh_max_20150602-0000_33_33_033,2015-06-03 09:00:00,2015-06-03 09:00:00,1.00000,SSEF,wrf-s3cn_arw,uh_max,obs_wrf-s3cn_arw_20150602-0000_33_33_028,56221.98216,114080.29217,0.00000,0.00000
wrf-s3cn_arw_uh_max_20150602-0000_34_34_034,2015-06-03 10:00:00,2015-06-03 10:00:00,1.00000,SSEF,wrf-s3cn_arw,uh_max,None,nan,nan,nan,nan
wrf-s3cn_arw_uh_max_20150602-0000_35_35_035,2015-06-03 11:00:00,2015-06-03 11:00:00,1.00000,SSEF,wrf-s3cn_arw,uh_max,None,nan,nan,nan,nan
wrf-s3cn_arw_uh_max_20150602-0000_35_35_036,2015-06-03 11:00:00,2015-06-03 11:00:00,1.00000,SSEF,wrf-s3cn_arw,uh_max,None,nan,nan,nan,nan
wrf-s3cn_arw_uh_max_20150602-0000_35_35_037,2015-06-03 11:00:00,2015-06-03 11:00:00,1.00000,SSEF,wrf-s3cn_arw,uh_max,None,nan,nan,nan,nan
wrf-s3cn_arw_uh_max_20150602-0000_36_36_038,2015-06-03 12:00:00,2015-06-03 12:00:00,1.00000,SSEF,wrf-s3cn_arw,uh_max,None,nan,nan,nan,nan
